index,project_name,create_time,project_language,contributor,star,fork,issues,watch,project_commits,code_language,keyword_index,matched_keyword,path_of_first_file_commit,final_change_commit_path,code_granularity_data,code_func_type,number_of_bug_or_vulnerability_all_commit,comments,start_end_line_data,first_loc,final_start_end_line_data,final_loc_add,final_loc_minus,final_change_type,test_code_data,regular_expression_data,number_of_commits,number_of_change_commit_to_first,change_commit_to_first_index,change_commit_to_first_hash,change_commit_to_first_blocks,number_of_all_change_commit,all_change_commit_index,all_change_commit_hash,all_change_commit_blocks,number_of_all_change_fix_commit,real_fixed_commit_number,real_fixed_commit_hash,real_fixed_commit_reason,all_change_fix_commit_index,all_change_fix_commit_hash,all_change_fix_commit_blocks,project_lines,project_locs,project_statements,project_functions,project_classes,project_files,project_density_comments,project_comments,project_duplicated_lines,project_duplicated_blocks,project_duplicated_files,project_duplicated_lines_density,project_vulnerability,project_bugs,project_code_smells,project_sqale_index,project_sqale_debt_ratio,project_complexity_all,project_cognitive_complexity_all,project_complexity_mean_method,project_cognitive_complexity_mean_method,code_lines,code_locs,code_statements,code_functions,code_classes,code_files,code_density_comments,code_comments,code_duplicated_lines,code_duplicated_blocks,code_duplicated_files,code_duplicated_lines_density,code_code_smells,code_sqale_index,code_sqale_debt_ratio,code_complexity_all,code_cognitive_complexity_all,code_complexity_mean_method,code_cognitive_complexity_mean_method,manual_vs_gpt_loc_ratio,manual_vs_gpt_change_commit_ratio,manual_vs_gpt_change_fix_commit_ratio
118,Joosc,2024-03-27 16:57:29,Java,2,1,0,0,1,1122,Java,1,generated by chatgpt,Joosc\cbfea11510dff052e57fee583204be19f796e16a\tests\javaprograms\a5\marmoset\valid\J1_bubblesort.java,,file,,351,,"[1,39]",39,,,,,,,1,0,[],[],[],0,[],[],[],0,,,,[],[],[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
119,forestwebtech,2023-04-12 11:56:28,Java,,0,0,0,1,17,Java,36,generated by chatgpt,forestwebtech\0131cc43bcd2bfcbc38909c4e3e2525cee528be2\src\test\java\htwberli\webtechProjekt\ForestServiceTest.java,,file,,1,,"[1,185]",185,,,,,test code,,1,0,[],[],[],0,[],[],[],0,,,,[],[],[],906.0,545.0,178.0,63.0,12.0,12.0,17.3,114.0,0.0,0.0,0.0,0.0,0.0,0.0,34.0,346.0,2.1,73.0,15.0,1.16,0.24,185.0,94.0,35.0,7.0,1.0,1.0,28.8,38.0,0.0,0.0,0.0,0.0,1.0,10.0,0.4,7.0,0.0,1.0,0.0,,,
120,java-subset-compiler,2023-08-21 04:41:02,Java,,0,0,0,1,7,Java,1,generated by chatgpt,java-subset-compiler\147856af5995e635c2bfc33ea7a401a5f46d479c\src\test\resources\a5\J1_bubblesort_benchmark.java,,file,,0,,"[1,42]",42,,,,,,,1,0,[],[],[],0,[],[],[],0,,,,[],[],[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
122,microservices-2,2023-12-29 08:54:32,Java,,0,0,0,1,37,Java,25,generated by chatgpt,microservices-2\1c836f7a7563166cefa688db30bd3403a3aa350b\order-service\src\test\java\com\elite\springboot\orderservice\service\GeneratedOrderServiceTest.java,,file,,1,,"[1,96]",96,,,,,,,1,0,[],[],[],0,[],[],[],0,,,,[],[],[],1257.0,956.0,131.0,50.0,52.0,50.0,2.8,28.0,22.0,2.0,2.0,1.8,0.0,0.0,75.0,447.0,1.6,46.0,4.0,0.92,0.08,96.0,70.0,33.0,2.0,1.0,1.0,9.1,7.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,1.0,0.0,,,
123,Joosc,2024-03-27 16:57:29,Java,2,1,0,0,1,1122,Java,1,generated by chatgpt,Joosc\cbfea11510dff052e57fee583204be19f796e16a\tests\javaprograms\a5\marmoset\valid\J1_heapsort.java,,file,,351,,"[1,61]",61,,,,,,,1,0,[],[],[],0,[],[],[],0,,,,[],[],[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
124,cs644,2024-05-04 15:50:22,Java,3,0,0,0,1,507,Java,1,generated by chatgpt,cs644\a8a8e8ede31974dfb05ee8d8308885521580d01d\tests\a5-tests\J1_quicksort.java,,file,,112,,"[1,42]",42,,,,,,,1,0,[],[],[],0,[],[],[],0,,,,[],[],[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
125,java-subset-compiler,2023-08-21 04:41:02,Java,,0,0,0,1,7,Java,1,generated by chatgpt,java-subset-compiler\147856af5995e635c2bfc33ea7a401a5f46d479c\src\test\resources\a5\J1_quicksort.java,,file,,0,,"[1,42]",42,,,,,,,1,0,[],[],[],0,[],[],[],0,,,,[],[],[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
126,Joosc,2024-03-27 16:57:29,Java,2,1,0,0,1,1122,Java,1,generated by chatgpt,Joosc\4c6c0b6f05f534844cfd0432abbc54b77cfa63d9\tests\programs\a5\marmoset\valid\J1_quicksort.java,,file,,351,,"[1,42]",42,,,,,,,1,0,[],[],[],0,[],[],[],0,,,,[],[],[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
127,fruitfly,2024-02-10 00:03:56,Java,,2,0,0,1,56,Java,24,generated by chatgpt,fruitfly\f758e6c7425f741fa864c2b0cb22279bd2cf39ad\src\main\java\fruitfly\psi\BuilderGenerator.java,fruitfly\617e853eeedbae8e29236f2d4f98aab2341acf8a\src\main\java\fruitfly\psi\BuilderGenerator.java,file,,5,,"[1,162]",162,,,,,,,5,4,"[-2, -3, -4, -5]","['50085647b967bdaa092ee82d5ce804ea45fdc763', 'b7cf0ced84f008b1a984065eb14756a775300756', '7f376fb7d3f9718645abc5ef7280004667f0d58e', '617e853eeedbae8e29236f2d4f98aab2341acf8a']","[[{'highest_ratio': 0.9285409374199607, 'best_match_position': (1, 182)}], [{'highest_ratio': 0.8712305753884922, 'best_match_position': (1, 186)}], [{'highest_ratio': 0.4269083522150168, 'best_match_position': (1, 241)}], [{'highest_ratio': 0.4267416432364886, 'best_match_position': (1, 241)}]]",4,"[-2, -3, -4, -5]","['50085647b967bdaa092ee82d5ce804ea45fdc763', 'b7cf0ced84f008b1a984065eb14756a775300756', '7f376fb7d3f9718645abc5ef7280004667f0d58e', '617e853eeedbae8e29236f2d4f98aab2341acf8a']","[[{'highest_ratio': 0.9285409374199607, 'best_match_position': (1, 182)}], [{'highest_ratio': 0.8712305753884922, 'best_match_position': (1, 186)}], [{'highest_ratio': 0.4269083522150168, 'best_match_position': (1, 241)}], [{'highest_ratio': 0.4267416432364886, 'best_match_position': (1, 241)}]]",1,,,,[-3],['b7cf0ced84f008b1a984065eb14756a775300756'],"[[{'highest_ratio': 0.8712305753884922, 'best_match_position': (1, 186)}]]",635.0,409.0,165.0,27.0,18.0,16.0,13.5,64.0,0.0,0.0,0.0,0.0,0.0,0.0,11.0,85.0,0.7,55.0,27.0,2.04,1.0,163.0,116.0,57.0,2.0,1.0,1.0,16.5,23.0,0.0,0.0,0.0,0.0,4.0,40.0,1.1,13.0,14.0,6.5,7.0,,,
128,CS-230-FinalProject,2023-02-20 17:20:21,Java,2,0,0,0,2,260,Java,13,generated by chatgpt,CS-230-FinalProject\3425f87ef328af78865ef1af57dc10d21a20b697\src\test\TestSprite.java,,method,,29,,"[15,50]",36,,,,,test code,,3,0,[],[],[],0,[],[],[],0,,,,[],[],[],2086.0,1133.0,576.0,106.0,18.0,16.0,27.7,435.0,60.0,2.0,2.0,2.9,0.0,3.0,47.0,369.0,1.1,219.0,136.0,2.07,1.28,37.0,31.0,25.0,1.0,1.0,1.0,10.8,4.0,0.0,0.0,0.0,0.0,11.0,100.0,10.1,5.0,4.0,5.0,4.0,,,
129,Joosc,2024-03-27 16:57:29,Java,2,1,0,0,1,1122,Java,1,generated by chatgpt,Joosc\cbfea11510dff052e57fee583204be19f796e16a\tests\javaprograms\a5\marmoset\valid\J1_quicksort.java,,file,,351,,"[1,45]",45,,,,,,,1,0,[],[],[],0,[],[],[],0,,,,[],[],[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
130,team-panda,2023-02-21 05:12:58,Java,3,0,1,5,1,140,Java,13,generated by chatgpt,team-panda\cca3c72eda35f0d86ee7e289b697853f34cf85ef\src\test\java\edu\northeastern\cs5500\starterbot\model\CartTest.java,team-panda\616974fdd7e44c231568a627435091dfa899afcc\src\test\java\edu\northeastern\cs5500\starterbot\model\CartTest.java,method,,8,,"[13,18]",6,,,,,,,5,2,"[-4, -5]","['616974fdd7e44c231568a627435091dfa899afcc', '420d57afd700faf62637f9717621d4466779bf52']","[[{'highest_ratio': 0.782258064516129, 'best_match_position': (13, 18)}], [{'highest_ratio': 0.782258064516129, 'best_match_position': (13, 18)}]]",1,[-4],['616974fdd7e44c231568a627435091dfa899afcc'],"[[{'highest_ratio': 0.782258064516129, 'best_match_position': (13, 18)}]]",0,,,,[],[],[],2479.0,1815.0,559.0,194.0,40.0,39.0,10.3,208.0,221.0,14.0,8.0,8.9,0.0,0.0,47.0,407.0,0.7,235.0,61.0,1.21,0.31,7.0,6.0,3.0,1.0,1.0,1.0,11.1,1.0,0.0,0.0,0.0,0.0,2.0,15.0,6.3,1.0,0.0,1.0,0.0,,,
132,SE-Test,2024-04-17 08:53:05,Java,4,0,0,0,1,15,Java,6,generated by copilot,SE-Test\afef4853c3e7023a9fd5a107cd6ec4f1c9f8df0d\Main.java,SE-Test\8161694a649b4ecb7a9c3a225244e011531485f3\Main.java,statement,,0,,"[3,6]",4,,,,,,,3,1,[-3],['8161694a649b4ecb7a9c3a225244e011531485f3'],"[[{'highest_ratio': 0.9983525535420099, 'best_match_position': (3, 6)}]]",1,[-3],['8161694a649b4ecb7a9c3a225244e011531485f3'],"[[{'highest_ratio': 0.9983525535420099, 'best_match_position': (3, 6)}]]",0,,,,[],[],[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
136,GPD_Projekt,2023-05-26 08:34:54,Java,,0,0,0,1,34,Java,19,generated by copilot,GPD_Projekt\703df19db6fa50af59690a6fce0c122372c185d9\src\main\java\de\thi\services\OutputUser.java,GPD_Projekt\36bc90a234bd2ffd2344bc234a2ec6e6b4bab030\src\main\java\de\thi\services\OutputUser.java,statement,,6,,"[20,28]",9,,,,,,,7,4,"[-4, -5, -6, -7]","['36bc90a234bd2ffd2344bc234a2ec6e6b4bab030', '84e9f23b31f22b516556b126e209320186b07605', 'e2ac90304d17a5db916fd5106276487c47d1b693', '3d9c4928de81a0f4990bee27ab6446ee745cb87d']","[[{'highest_ratio': 0.9099307159353349, 'best_match_position': (20, 28)}], [{'highest_ratio': 0.9099307159353349, 'best_match_position': (20, 28)}], [{'highest_ratio': 0.9099307159353349, 'best_match_position': (21, 29)}], [{'highest_ratio': 0.9099307159353349, 'best_match_position': (24, 32)}]]",1,[-4],['36bc90a234bd2ffd2344bc234a2ec6e6b4bab030'],"[[{'highest_ratio': 0.9099307159353349, 'best_match_position': (20, 28)}]]",0,,,,[],[],[],231.0,124.0,47.0,20.0,3.0,3.0,8.1,11.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,12.0,0.3,21.0,1.0,1.05,0.05,12.0,8.0,8.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,10.0,2.8,0.0,0.0,0.0,0.0,,,
137,dfa-challenge-3-address-book,2024-02-19 13:22:39,Java,2,0,0,0,1,44,Java,15,generated by copilot,dfa-challenge-3-address-book\38b187cebe88a79f11c0862a15ff7969bd6bb863\src\main\java\com\challenges\helpers\ValidatorHelpers.java,,method,,2,,"[20,48]",29,,,,,,,1,0,[],[],[],0,[],[],[],0,,,,[],[],[],1015.0,778.0,297.0,68.0,21.0,10.0,7.7,65.0,0.0,0.0,0.0,0.0,0.0,1.0,48.0,460.0,2.0,148.0,49.0,2.18,0.72,30.0,20.0,9.0,2.0,1.0,1.0,18.5,5.0,0.0,0.0,0.0,0.0,3.0,20.0,3.0,6.0,3.0,3.0,1.5,,,
138,Mappevurdering,2023-11-28 14:36:56,Java,,0,0,0,1,27,Java,92,generated by copilot,Mappevurdering\5682b20b551cb793d7edb7995724070af4bb969b\src\main\java\edu\ntnu\stud\TrainDispatchSystem.java,,method,,8,,"[[101,128],[165,226]]",90,,,,,,,1,0,[],[],[],0,[],[],[],0,,,,[],[],[],1254.0,662.0,323.0,79.0,9.0,9.0,30.8,294.0,0.0,0.0,0.0,0.0,0.0,0.0,56.0,610.0,3.1,128.0,70.0,1.62,0.89,92.0,48.0,25.0,3.0,2.0,1.0,32.5,25.0,0.0,0.0,0.0,0.0,5.0,32.0,2.1,9.0,7.0,3.0,2.33,,,
139,mappe-idatg1003-traindispatchsystem-jonas-birkeli,2023-10-30 13:52:59,Java,,0,0,0,0,60,Java,194,generated by copilot,mappe-idatg1003-traindispatchsystem-jonas-birkeli\c6c2e7e71cdc01c65b7a7384e2c132df5fdb79e3\src\main\java\core\Station.java,mappe-idatg1003-traindispatchsystem-jonas-birkeli\21a900425f45a86f4bfb61629f9319d5d27a5992\src\main\java\core\Station.java,statement,,5,,"[195,195]",1,,,,,,,7,6,"[-2, -3, -4, -5, -6, -7]","['21a900425f45a86f4bfb61629f9319d5d27a5992', '0b8ea53affce445463ca99ce6de9bd526c97ff71', '7fd67ff8f6ad9e595e594728168cbb1248b69a04', 'f7758eb3d66603c347c8102bfb24ac4cf70f4e05', 'b63dc685953d1d8833fc5b8213e2dce206c37a22', '7f25c09e24e648d746b1fe859c5e92bd70da009a']","[[{'highest_ratio': 0.4, 'best_match_position': (207, 207)}], [{'highest_ratio': 0.4, 'best_match_position': (206, 206)}], [{'highest_ratio': 0.4, 'best_match_position': (206, 206)}], [{'highest_ratio': 0.4, 'best_match_position': (210, 210)}], [{'highest_ratio': 0.4, 'best_match_position': (212, 212)}], [{'highest_ratio': 0.4, 'best_match_position': (224, 224)}]]",1,[-2],['21a900425f45a86f4bfb61629f9319d5d27a5992'],"[[{'highest_ratio': 0.4, 'best_match_position': (207, 207)}]]",0,,,,[],[],[],2162.0,1091.0,420.0,110.0,17.0,17.0,38.3,676.0,0.0,0.0,0.0,0.0,0.0,0.0,15.0,120.0,0.4,188.0,97.0,1.71,0.88,4.0,1.0,3.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,10.0,6.7,1.0,0.0,1.0,0.0,,,
140,IDATT1003-TrainDispatchSystem,2023-10-17 11:47:53,Java,,1,0,0,0,137,Java,149,generated by copilot,IDATT1003-TrainDispatchSystem\a69a5390843f3dcc8ee5b88080090d61bf813192\src\main\java\edu\ntnu\stud\TrainDepartureRegister.java,IDATT1003-TrainDispatchSystem\94b4bf375f519567c499db0656c4ab977769ced8\src\main\java\edu\ntnu\stud\TrainDepartureRegister.java,method,,23,,"[150,152]",3,,,,,,,12,3,"[-10, -11, -12]","['94b4bf375f519567c499db0656c4ab977769ced8', 'edc2f8f85140e4e99f3a1645d1f71e1bf684a60f', '9b3043b4831ab36e347466499cb7a2fccaa03791']","[[{'highest_ratio': 0.5945945945945946, 'best_match_position': (263, 265)}], [{'highest_ratio': 0.5945945945945946, 'best_match_position': (263, 265)}], [{'highest_ratio': 0.5945945945945946, 'best_match_position': (263, 265)}]]",1,[-10],['94b4bf375f519567c499db0656c4ab977769ced8'],"[[{'highest_ratio': 0.5945945945945946, 'best_match_position': (263, 265)}]]",0,,,,[],[],[],1658.0,1048.0,457.0,102.0,17.0,7.0,17.2,217.0,28.0,2.0,1.0,1.7,0.0,0.0,75.0,743.0,2.4,207.0,143.0,2.03,1.4,4.0,3.0,2.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,15.0,10.0,2.0,0.0,2.0,0.0,,,
141,CPOO1,2023-09-25 11:26:20,Java,,0,0,0,1,1,Java,26,generated by copilot,CPOO1\c1f5cb7a78dc3f5ac3f0554600de2070b9014398\src\main\java\org\example\ExpenseComputation.java,,method,,0,,"[17,55]",39,,,,,,,1,0,[],[],[],0,[],[],[],0,,,,[],[],[],925.0,502.0,260.0,42.0,12.0,8.0,25.5,172.0,0.0,0.0,0.0,0.0,0.0,0.0,46.0,373.0,2.5,101.0,80.0,2.4,1.9,40.0,14.0,12.0,1.0,1.0,1.0,54.3,19.0,0.0,0.0,0.0,0.0,3.0,20.0,4.2,3.0,2.0,3.0,2.0,,,
142,Battleship-Board-Game,2023-09-07 21:34:04,Java,,1,0,0,1,32,Java,437,generated by copilot,Battleship-Board-Game\ae8561bd7d1e8788dcb67f0589aca4d8b9d78eb4\app\src\main\java\edu\duke\yh342\battleship\BattleShipBoard.java,,statement,,3,,"[438,438]",1,,,,,,input,3,0,[],[],[],0,[],[],[],0,,,,[],[],[],3984.0,2562.0,1175.0,178.0,34.0,34.0,17.9,559.0,223.0,10.0,5.0,5.6,0.0,3.0,217.0,2243.0,2.9,412.0,347.0,2.31,1.95,4.0,1.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,30.0,20.0,0.0,0.0,0.0,0.0,,,
143,dfa-challenge-3-address-book,2024-02-19 13:22:39,Java,2,0,0,0,1,44,Java,72,generated by copilot,dfa-challenge-3-address-book\19800f175f6e5b056968f5f701493801502b57d7\src\main\java\com\challenges\addressbook\AddressBook.java,dfa-challenge-3-address-book\122580a743634bf2f5eb82f92cacc3ea9f7028f4\src\main\java\com\challenges\addressbook\AddressBook.java,method,,2,,"[70,86]",17,,,,,,,10,9,"[-2, -3, -4, -5, -6, -7, -8, -9, -10]","['eabd0a7ca06f8b89e40619cf486a3fdf29695072', '8296844e2e31981b9cfb97d239b25ee45fea736f', '8bc57e411577d596c31cdab7c0b067410a9c9223', '50b5be56efcc2a6303adb1cbb5ee509719e3bfb6', '3e4ae7ddcb87a18438bef6bdacc5d561323cf7f9', 'f95710850e52c46052d842ee341d9954f4a4b289', '11b38a1cadadd0277b66d3ed17dc0137af8fc6be', '122580a743634bf2f5eb82f92cacc3ea9f7028f4', 'e77eedbfc2e219c49777cc6886a58e9429e02b5a']","[[{'highest_ratio': 0.9354838709677419, 'best_match_position': (71, 87)}], [{'highest_ratio': 0.9354838709677419, 'best_match_position': (73, 89)}], [{'highest_ratio': 0.9163934426229509, 'best_match_position': (73, 89)}], [{'highest_ratio': 0.9354838709677419, 'best_match_position': (73, 89)}], [{'highest_ratio': 0.9354838709677419, 'best_match_position': (70, 86)}], [{'highest_ratio': 0.9354838709677419, 'best_match_position': (85, 101)}], [{'highest_ratio': 0.9141055949566588, 'best_match_position': (117, 133)}], [{'highest_ratio': 0.8955223880597015, 'best_match_position': (117, 133)}], [{'highest_ratio': 0.8955223880597015, 'best_match_position': (117, 133)}]]",5,"[-2, -4, -5, -8, -9]","['eabd0a7ca06f8b89e40619cf486a3fdf29695072', '8bc57e411577d596c31cdab7c0b067410a9c9223', '50b5be56efcc2a6303adb1cbb5ee509719e3bfb6', '11b38a1cadadd0277b66d3ed17dc0137af8fc6be', '122580a743634bf2f5eb82f92cacc3ea9f7028f4']","[[{'highest_ratio': 0.9354838709677419, 'best_match_position': (71, 87)}], [{'highest_ratio': 0.9163934426229509, 'best_match_position': (73, 89)}], [{'highest_ratio': 0.9354838709677419, 'best_match_position': (73, 89)}], [{'highest_ratio': 0.9141055949566588, 'best_match_position': (117, 133)}], [{'highest_ratio': 0.8955223880597015, 'best_match_position': (117, 133)}]]",0,,,,[],[],[],670.0,525.0,154.0,52.0,17.0,8.0,5.7,32.0,0.0,0.0,0.0,0.0,0.0,0.0,13.0,102.0,0.6,128.0,40.0,2.46,0.77,18.0,16.0,8.0,1.0,1.0,1.0,5.3,1.0,0.0,0.0,0.0,0.0,3.0,20.0,3.7,6.0,9.0,6.0,9.0,,,
145,notes,2023-09-03 08:20:14,Java,,0,0,0,1,93,Java,59,generated by copilot,notes\16f460d5f20eb7e295a4aa66b4a209b2be9cf17d\notes\src\test\java\com\todo\notes\NoteServiceImplTest.java,notes\ac93c45a94080d1d8459f140b8fb7fc58e1d55bf\notes\src\test\java\com\todo\notes\NoteServiceImplTest.java,method,,2,,"[60,125]",66,,,,,test code,,5,3,"[-3, -4, -5]","['8aa4ab59b77766321fb2724d1af87b7eb83c91e8', '3fe54f91132f158963f3c5f1081de553e9e64232', 'ac93c45a94080d1d8459f140b8fb7fc58e1d55bf']","[[{'highest_ratio': 0.5500945179584121, 'best_match_position': (41, 106)}], [{'highest_ratio': 0.5312134673836801, 'best_match_position': (42, 107)}], [{'highest_ratio': 0.271356783919598, 'best_match_position': (54, 119)}]]",3,"[-3, -4, -5]","['8aa4ab59b77766321fb2724d1af87b7eb83c91e8', '3fe54f91132f158963f3c5f1081de553e9e64232', 'ac93c45a94080d1d8459f140b8fb7fc58e1d55bf']","[[{'highest_ratio': 0.5500945179584121, 'best_match_position': (41, 106)}], [{'highest_ratio': 0.5312134673836801, 'best_match_position': (42, 107)}], [{'highest_ratio': 0.271356783919598, 'best_match_position': (54, 119)}]]",0,,,,[],[],[],503.0,370.0,79.0,32.0,12.0,12.0,1.9,7.0,0.0,0.0,0.0,0.0,0.0,0.0,31.0,281.0,2.5,25.0,4.0,0.78,0.12,67.0,55.0,23.0,4.0,1.0,1.0,5.0,3.0,0.0,0.0,0.0,0.0,6.0,55.0,3.2,4.0,0.0,1.0,0.0,,,
146,Mappevurdering,2023-11-28 14:36:56,Java,,0,0,0,1,27,Java,51,generated by copilot,Mappevurdering\5682b20b551cb793d7edb7995724070af4bb969b\src\test\java\edu\ntnu\stud\LogicTest.java,,method,,8,,"[54,117]",64,,,,,test code,,1,0,[],[],[],0,[],[],[],0,,,,[],[],[],1254.0,662.0,323.0,79.0,9.0,9.0,30.8,294.0,0.0,0.0,0.0,0.0,0.0,0.0,56.0,610.0,3.1,128.0,70.0,1.62,0.89,65.0,39.0,21.0,6.0,1.0,1.0,19.6,10.0,0.0,0.0,0.0,0.0,11.0,77.0,6.3,6.0,0.0,1.0,0.0,,,
147,Mappevurdering,2023-11-28 14:36:56,Java,,0,0,0,1,27,Java,4,generated by copilot,Mappevurdering\5682b20b551cb793d7edb7995724070af4bb969b\src\test\java\edu\ntnu\stud\ExampleUserInteraction.java,,file,,8,,"[1,69]",69,,,,,,,1,0,[],[],[],0,[],[],[],0,,,,[],[],[],1254.0,662.0,323.0,79.0,9.0,9.0,30.8,294.0,0.0,0.0,0.0,0.0,0.0,0.0,56.0,610.0,3.1,128.0,70.0,1.62,0.89,69.0,26.0,5.0,6.0,1.0,1.0,45.8,22.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.0,0.0,1.0,0.0,,,
148,dfa-challenge-3-address-book,2024-02-19 13:22:39,Java,2,0,0,0,1,44,Java,254,generated by copilot,dfa-challenge-3-address-book\a65e222673eea853a3b0e266eca32fedabec4602\src\test\java\com\challenges\addressbook\AddressBookTest.java,,method,,2,,"[250,257]",8,,,,,test code,,6,0,[],[],[],0,[],[],[],0,,,,[],[],[],679.0,532.0,156.0,53.0,17.0,8.0,5.8,33.0,0.0,0.0,0.0,0.0,0.0,0.0,14.0,110.0,0.7,129.0,40.0,2.43,0.75,9.0,7.0,2.0,1.0,1.0,1.0,10.0,1.0,0.0,0.0,0.0,0.0,2.0,15.0,5.6,1.0,0.0,1.0,0.0,,,
149,TrainDispatchSystem,2023-10-28 10:29:03,Java,,0,0,0,1,60,Java,194,generated by copilot,TrainDispatchSystem\c6c2e7e71cdc01c65b7a7384e2c132df5fdb79e3\src\main\java\core\Station.java,TrainDispatchSystem\21a900425f45a86f4bfb61629f9319d5d27a5992\src\main\java\core\Station.java,statement,,5,,"[195,195]",1,,,,,,,7,6,"[-2, -3, -4, -5, -6, -7]","['21a900425f45a86f4bfb61629f9319d5d27a5992', '0b8ea53affce445463ca99ce6de9bd526c97ff71', '7fd67ff8f6ad9e595e594728168cbb1248b69a04', 'f7758eb3d66603c347c8102bfb24ac4cf70f4e05', 'b63dc685953d1d8833fc5b8213e2dce206c37a22', '7f25c09e24e648d746b1fe859c5e92bd70da009a']","[[{'highest_ratio': 0.4, 'best_match_position': (207, 207)}], [{'highest_ratio': 0.4, 'best_match_position': (206, 206)}], [{'highest_ratio': 0.4, 'best_match_position': (206, 206)}], [{'highest_ratio': 0.4, 'best_match_position': (210, 210)}], [{'highest_ratio': 0.4, 'best_match_position': (212, 212)}], [{'highest_ratio': 0.4, 'best_match_position': (224, 224)}]]",1,[-2],['21a900425f45a86f4bfb61629f9319d5d27a5992'],"[[{'highest_ratio': 0.4, 'best_match_position': (207, 207)}]]",0,,,,[],[],[],2162.0,1091.0,420.0,110.0,17.0,17.0,38.3,676.0,0.0,0.0,0.0,0.0,0.0,0.0,15.0,120.0,0.4,188.0,97.0,1.71,0.88,4.0,1.0,3.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,10.0,6.7,1.0,0.0,1.0,0.0,,,
151,MCChatGPT,2023-03-08 02:20:37,Java,2,13,3,1,1,18,Java,9,generated by gpt-3,MCChatGPT\fb68f1071e6660bece9e871b2e66af1f2d12c294\forge\src\main\java\com\theokanning\openai\edit\EditResult.java,,file,,0,,"[1,36]",36,,,,,,,1,0,[],[],[],0,[],[],[],0,,,,[],[],[],3312.0,1875.0,543.0,157.0,57.0,55.0,16.4,367.0,296.0,10.0,10.0,8.9,4.0,0.0,90.0,989.0,1.8,212.0,117.0,1.35,0.75,36.0,11.0,0.0,0.0,1.0,1.0,35.3,6.0,0.0,0.0,0.0,0.0,4.0,40.0,12.1,0.0,0.0,0.0,0.0,,,
152,knowledge_box,2023-03-27 15:04:43,Java,,20,4,2,1,8,Java,10,generated by gpt-3,knowledge_box\bb19969081d66859422aff06df5e0df8d2709046\src\main\java\com\tutu\knowledge_box\ai\openai\edit\EditResult.java,,file,,0,,"[1,37]",37,,,,,,,1,0,[],[],[],0,[],[],[],0,,,,[],[],[],2542.0,1146.0,149.0,80.0,58.0,55.0,26.5,413.0,0.0,0.0,0.0,0.0,0.0,0.0,84.0,684.0,2.0,74.0,24.0,0.93,0.3,37.0,11.0,0.0,0.0,1.0,1.0,35.3,6.0,0.0,0.0,0.0,0.0,4.0,40.0,12.1,0.0,0.0,0.0,0.0,,,
156,fluent-integrations,2023-03-20 06:49:05,Java,,0,1,0,0,7,Java,6,generated by gpt-3,fluent-integrations\08fa84d96d836357caa3abc034632c5eec0443f5\qabox-openai\src\main\java\io\fluent\openai\models\edit\EditChoice.java,,file,,0,,"[1,23]",23,,,,,,,1,0,[],[],[],0,[],[],[],0,,,,[],[],[],2584.0,1240.0,184.0,92.0,54.0,54.0,22.0,349.0,0.0,0.0,0.0,0.0,0.0,0.0,58.0,585.0,1.6,78.0,10.0,0.85,0.11,23.0,7.0,0.0,0.0,1.0,1.0,36.4,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,
158,chatgpt-java,2023-04-22 09:04:16,Java,,0,0,1,2,2,Java,6,generated by gpt-3,chatgpt-java\cab4de831cb17c578495c803d7d8062c84d57c4f\chatgpt-java-api\src\main\java\com\hq\openai\model\completion\chat\ChatStreamCompletionChoice.java,,file,,0,,"[1,26]",26,,,,,,,1,0,[],[],[],0,[],[],[],0,,,,[],[],[],1407.0,818.0,225.0,61.0,32.0,31.0,17.3,171.0,105.0,6.0,3.0,7.5,0.0,0.0,90.0,809.0,3.3,103.0,60.0,1.69,0.98,26.0,8.0,0.0,0.0,1.0,1.0,33.3,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,
